GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,OIME001,OIME002,OIME003,OIME004,OIME005,OIME006,OIME007,OIME008,OIME009,OIME010,OIME011,OIME012,OIME013,OIME014,OIME015,OIME016,OIME017,OIME018,OIME019,OIME020,OIME021,OIME022,OIME023,OIME024,OIME025,OIME026,OIME027,OIME028,OIME029,OIME030,OIME031,OIOE001,OIOE002,OIOE003,OIOE004,OIOE005,OIOE006,OIOE007,OIOE008,OIOE009,OIOE010,OIOE011,OIOE012,OIOE013,OIOE014,OIOE015,OIOE016,OIOE017,OIOE018,OIOE019,OIOE020,OIOE021,OIOE022,OIOE023,OIOE024,OIOE025,OIOE026,OIOE027,OIOE028,OIOE029,OIOE030,OIOE031,OISE001,OISE002,OISE003,OISE004,OISE005,OISE006,OISE007,OISE008,OISE009,OISE010,OISE011,OISE012,OISE013,OISE014,OISE015,OISE016,OISE017,OISE018,OISE019,OISE020,OISE021,OISE022,OISE023,OISE024,OISE025,OISE026,OISE027,OISE028,OISE029,OISE030,OISE031,OIUE001,OIUE002,OIUE003,OIUE004,OIUE005,OIUE006,OIUE007,OIUE008,OIUE009,OIUE010,OIUE011,OIUE012,OIUE013,OIUE014,OIUE015,OIUE016,OIUE017,OIUE018,OIUE019,OIUE020,OIUE021,OIUE022,OIUE023,OIUE024,OIUE025,OIUE026,OIUE027,OIUE028,OIUE029,OIUE030,OIUE031,NAME_M,OIMM001,OIMM002,OIMM003,OIMM004,OIMM005,OIMM006,OIMM007,OIMM008,OIMM009,OIMM010,OIMM011,OIMM012,OIMM013,OIMM014,OIMM015,OIMM016,OIMM017,OIMM018,OIMM019,OIMM020,OIMM021,OIMM022,OIMM023,OIMM024,OIMM025,OIMM026,OIMM027,OIMM028,OIMM029,OIMM030,OIMM031,OIOM001,OIOM002,OIOM003,OIOM004,OIOM005,OIOM006,OIOM007,OIOM008,OIOM009,OIOM010,OIOM011,OIOM012,OIOM013,OIOM014,OIOM015,OIOM016,OIOM017,OIOM018,OIOM019,OIOM020,OIOM021,OIOM022,OIOM023,OIOM024,OIOM025,OIOM026,OIOM027,OIOM028,OIOM029,OIOM030,OIOM031,OISM001,OISM002,OISM003,OISM004,OISM005,OISM006,OISM007,OISM008,OISM009,OISM010,OISM011,OISM012,OISM013,OISM014,OISM015,OISM016,OISM017,OISM018,OISM019,OISM020,OISM021,OISM022,OISM023,OISM024,OISM025,OISM026,OISM027,OISM028,OISM029,OISM030,OISM031,OIUM001,OIUM002,OIUM003,OIUM004,OIUM005,OIUM006,OIUM007,OIUM008,OIUM009,OIUM010,OIUM011,OIUM012,OIUM013,OIUM014,OIUM015,OIUM016,OIUM017,OIUM018,OIUM019,OIUM020,OIUM021,OIUM022,OIUM023,OIUM024,OIUM025,OIUM026,OIUM027,OIUM028,OIUM029,OIUM030,OIUM031
"G340","2012",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"New Jersey",6111675,2977573,163026,175543,198736,120790,75917,178972,179400,174535,385688,483299,408984,244406,134990,53287,3134102,154615,173485,183424,115985,71986,171344,171452,174915,390860,499140,435988,285496,192193,113219,1207688,567832,39924,40017,43191,28929,18364,52429,37746,37667,80062,84515,56774,30878,14379,2957,639856,39703,38421,43980,27488,20458,46324,41589,43240,90971,97952,73033,43663,23635,9399,775176,375821,25069,27057,24167,14338,7922,22852,28871,34020,69030,52805,38710,22159,7656,1165,399355,25428,26771,24027,14039,8098,22561,30507,37922,72247,57359,43254,23787,10632,2723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Jersey",20981,11444,2548,4739,4990,1635,1508,3043,2898,2469,3119,2867,2241,1075,2903,2667,11839,2446,5060,5269,1538,1308,2534,2145,2378,3085,3097,1937,1492,3779,3638,10732,6543,1753,2633,2521,1501,1271,2509,1776,1244,1880,2009,1021,1124,860,662,6329,1731,3029,2130,1316,1349,2018,1754,1436,1677,1797,1358,1015,1305,1390,5882,4035,1175,1665,1954,906,776,1449,1256,1062,1388,1046,907,839,807,513,3274,1041,2254,1953,1034,883,1214,898,790,1280,909,1148,849,1059,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G350","2012",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"New Mexico",1499853,739960,48476,51243,45651,28340,21767,50181,49581,44197,86991,101145,100105,67205,33527,11551,759893,44037,45645,46091,27342,22595,45751,45703,46831,87176,105237,110593,72820,41260,18812,42843,23537,2299,2435,1459,764,1695,2685,1617,1053,2836,2753,2360,981,564,36,19306,2636,1938,757,813,1093,1781,1454,1922,1953,2000,1494,956,242,267,27714,11228,758,556,433,463,459,795,1655,913,1717,1354,1202,416,276,231,16486,378,1046,1081,567,1008,1154,724,1191,2827,2776,2309,525,652,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Mexico",13369,7836,1996,3564,3111,1777,2093,2334,1894,1852,2353,2102,1533,1138,1450,1167,7619,1847,3162,2830,1664,1949,2124,1756,2067,2126,1909,1741,1242,1716,1587,2442,1699,741,961,575,320,711,745,462,573,657,718,515,338,380,74,2149,763,927,404,543,463,737,462,860,706,782,308,287,206,178,1774,1315,311,334,347,248,374,317,650,489,726,402,353,226,173,239,1087,248,499,550,335,473,409,363,270,374,542,477,280,353,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G360","2012",,,"New York","36",,,,,,,,,,,,,,,,,,"New York",12767396,6242867,343854,352434,372992,232906,173896,433909,433808,404978,794563,949066,843186,510059,286228,110988,6524529,328198,333766,351060,224533,168469,416745,430074,403427,786989,965989,887844,598092,390243,239100,3046610,1411258,104475,95485,107101,68735,48616,132543,106293,95051,182250,201463,145703,78446,34476,10621,1635352,100741,94516,106513,65907,49741,127941,116419,108440,215165,243283,191436,118075,66396,30779,1498346,716174,41824,41814,41454,26898,20556,56926,64721,61665,109213,102990,82125,41850,18747,5391,782172,40303,38905,41233,23445,18212,63659,74382,72631,127252,112125,88448,48425,24553,8599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New York",31188,17113,4092,7206,6706,2175,2150,4254,4545,4206,5683,3913,3147,2183,3777,3881,17351,3413,6209,6926,2409,3210,4536,3190,3479,4422,4616,2988,2323,6404,6421,15504,8837,2579,4261,4142,1934,1682,2974,2044,2232,2826,2479,1866,1613,1543,1478,9594,2293,3714,3454,1786,2225,1859,2732,2112,2917,2690,2130,1832,2542,2280,8087,5216,1877,2477,2601,1230,2014,2126,1914,1485,1795,1824,1012,928,972,842,4972,1584,2550,2916,1156,1432,2311,1744,1424,2096,1467,1190,903,1433,1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G370","2012",,,"North Carolina","37",,,,,,,,,,,,,,,,,,"North Carolina",6817441,3350453,192882,208751,209982,125124,93108,233434,215989,210227,458721,488637,432469,297680,141927,41522,3466988,182207,200270,199397,113799,88022,217381,207876,210813,456899,503602,469093,335105,193262,89262,2107908,985379,72180,74852,79785,45678,39132,84764,65980,63848,131307,134992,109995,54282,22508,6076,1122529,72484,75364,75301,45797,37575,89436,70746,74786,157865,160033,133926,73658,38688,16870,227727,108875,8281,7403,8432,4225,3547,8935,9599,10444,21156,12895,7815,4072,1796,275,118852,7115,8835,7867,4694,3487,7820,11852,11968,22079,15237,10037,5028,2192,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Carolina",17870,10443,3085,6308,6309,2554,2994,2971,2822,2692,3423,2871,1345,1223,2545,2522,9332,3130,5855,5822,2058,2911,3226,2535,3054,3761,2581,1483,1201,3989,3798,10420,6351,2451,4382,4241,1938,2627,2918,2715,2724,3303,3201,1197,1800,1485,1083,7097,2853,4134,3836,2003,2479,3198,2383,2280,3030,2312,1574,1276,1761,1454,4278,3183,1074,1003,1184,867,780,1079,1183,910,1170,901,885,814,597,201,2433,969,1228,1213,804,787,801,1042,916,1137,1105,925,939,671,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G380","2012",,,"North Dakota","38",,,,,,,,,,,,,,,,,,"North Dakota",626192,318487,19909,19158,15991,10921,11670,28720,24212,22063,35942,43856,43186,23265,13761,5833,307705,18104,17096,16715,10068,9432,25862,21147,19112,32870,42185,40522,24671,19756,10165,10202,7284,384,321,736,211,402,1307,450,691,1618,504,625,35,0,0,2918,290,524,40,144,166,465,128,666,270,174,51,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Dakota",1217,925,544,1441,1408,259,933,1033,524,581,504,278,316,128,760,759,930,441,1412,1357,253,809,873,472,392,362,140,195,143,976,966,1652,1152,227,279,423,164,312,540,281,381,739,305,396,68,141,141,817,206,346,51,238,208,351,133,470,234,210,85,141,141,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G390","2012",,,"Ohio","39",,,,,,,,,,,,,,,,,,"Ohio",9547022,4678933,264812,293821,303936,190019,129384,314683,291763,288382,590249,702873,650010,385986,200286,72729,4868089,255481,268605,296498,178736,121810,306183,285777,289329,591924,722098,682435,438972,278347,151894,1413110,672603,53313,55725,52655,33820,25851,57358,46102,44041,83291,89198,73783,34877,17340,5249,740507,51175,54095,51743,33103,25951,60077,50653,48380,90596,101272,85508,45691,29195,13068,200878,95923,5775,5888,5895,3177,3735,8909,9339,9039,17023,11749,7214,5745,2207,228,104955,6459,6240,7584,3214,3127,8420,10837,10516,16712,11911,11488,5716,2065,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio",7437,4729,1759,5397,5519,1565,1609,1910,1616,1712,1867,1584,826,665,2922,2780,4962,1338,5753,5608,1398,2252,2530,1486,1529,1546,1458,895,867,4336,4182,9120,5153,2329,3340,3321,1412,1606,1896,1396,1656,2078,1947,1337,1002,1139,970,5575,1800,2975,2854,1296,1666,2289,1960,1347,2034,1416,1192,1112,1579,1323,4341,2518,938,1084,1114,770,1016,1113,815,1009,1246,895,713,863,613,190,3270,971,1112,1217,751,734,1086,1276,1182,1180,1007,1123,782,577,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G400","2012",,,"Oklahoma","40",,,,,,,,,,,,,,,,,,"Oklahoma",2805612,1386134,85096,86182,89469,50959,34687,99370,96261,93709,172504,193684,181288,120406,62568,19951,1419478,81068,82665,83136,46785,33647,96178,92211,89457,169079,197006,191204,135430,83436,38176,272820,136575,9521,12069,9806,5668,6146,12114,10247,10702,18137,17919,13831,6549,2955,911,136245,9631,10213,10119,6035,4064,11465,10639,9590,16596,17766,15946,7851,4365,1965,70527,33822,2379,2375,2334,1149,1678,3805,2767,3344,5469,4168,2592,1384,335,43,36705,1961,2718,1805,1682,1377,2538,3400,2903,6603,5295,3051,1708,808,856,3925,1588,174,195,56,56,164,182,193,286,85,37,152,8,0,0,2337,247,122,170,30,145,147,139,142,315,241,532,44,63,0,"Oklahoma",8499,5010,1386,3233,2990,972,1027,1554,1219,1154,1594,1084,848,395,1461,1388,4655,1682,3140,3159,854,1021,1444,1162,985,1278,1113,606,601,1981,1984,4079,2581,917,1362,1201,813,740,1133,883,876,1193,1155,737,677,440,348,2849,901,1300,1220,624,600,1106,792,755,1031,945,735,554,599,448,2386,1705,543,563,557,442,688,491,467,691,730,657,278,339,234,76,1422,577,616,497,302,557,453,578,494,750,592,428,470,345,421,504,358,86,118,78,77,167,190,158,193,79,64,96,14,149,149,440,102,124,167,49,122,141,93,123,258,221,316,71,111,149
"G410","2012",,,"Oregon","41",,,,,,,,,,,,,,,,,,"Oregon",3321591,1638908,91402,100612,93407,61821,40964,108307,107996,112242,214623,224022,237063,148071,70506,27872,1682683,86707,90643,93425,57073,37836,109075,107193,110473,207439,231485,251051,160708,87987,51588,69719,38022,3204,2633,3076,1492,1865,3012,3225,3433,5314,4706,3392,1669,1001,0,31697,1978,2808,3004,1032,1569,2996,2625,2243,3295,4408,3027,1386,653,673,149455,67643,2687,4473,4600,2410,2521,6884,5754,5149,11935,9551,6121,3315,1921,322,81812,3768,4344,5454,3143,1958,6332,7094,5893,16160,11242,8587,4504,2217,1116,16415,7576,696,1043,422,430,157,830,559,1280,1204,464,159,231,101,0,8839,1151,760,508,301,318,286,1274,1495,786,968,381,403,104,104,"Oregon",11013,6564,1954,3682,3726,1772,2013,2545,2071,2010,2188,1725,1071,617,1942,1838,5982,1606,3787,3906,1273,1621,2376,1320,1456,1860,1624,1009,852,2497,2421,3737,2709,888,1045,905,601,693,631,647,748,894,967,515,535,419,193,2007,670,820,915,485,638,829,602,400,544,803,478,214,289,329,4172,2777,660,961,943,562,804,1058,692,763,830,752,441,590,476,159,2420,822,840,897,531,598,1090,894,737,1132,862,629,594,512,396,2030,1307,386,346,198,257,162,561,357,525,572,329,141,192,73,193,1384,495,168,277,326,317,236,740,789,477,322,217,283,133,142
"G420","2012",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,"Pennsylvania",10456819,5109215,269362,286911,306718,194839,144701,344348,320044,303168,625278,787446,733855,445831,249064,97650,5347604,258173,274394,287860,184034,141756,335540,312521,299405,624792,804753,763801,507268,351615,201692,1400003,671207,51222,48543,53943,35265,26605,64397,48208,46869,86251,88901,67940,31924,17108,4031,728796,49711,48325,50508,33588,27325,60171,50176,47314,94136,99000,81041,47049,28315,12137,368996,176856,10688,12998,10830,6835,6970,15508,16660,15982,28871,23137,15626,8432,3881,438,192140,11445,12326,11949,7280,7322,15664,17558,18457,30846,25058,19092,9084,4492,1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pennsylvania",12163,6879,1778,6133,6009,1346,1283,2040,1899,1996,2271,1961,1398,1052,3223,3109,7277,2414,4806,5079,1479,1290,1639,1785,1822,1982,2141,1376,1311,4345,4388,11914,7265,1962,3609,2913,1511,1524,2163,1788,2074,2802,1697,1788,1068,1320,779,6531,2088,3399,3312,1474,1604,1961,1982,1652,2237,1950,1334,1053,1443,1324,5227,3457,1191,1538,1530,861,926,1731,1257,1079,1057,1011,821,697,656,289,2777,1032,1300,1380,889,1021,1278,1184,956,1241,1132,773,808,760,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G440","2012",,,"Rhode Island","44",,,,,,,,,,,,,,,,,,"Rhode Island",857897,411350,20251,21285,24001,15822,13030,31942,25334,23840,50227,65123,58769,34957,18430,8339,446547,20175,19513,24006,14193,14751,31498,25258,25359,52699,69603,63370,40618,27204,18300,67840,33762,3218,2794,2768,1417,1162,3643,2672,2861,4330,4544,2673,767,803,110,34078,2389,2635,2610,1288,1367,2862,2847,3293,4898,3864,3290,1453,979,303,33814,16212,1604,1058,1090,846,913,1689,1619,710,2993,1677,1209,741,63,0,17602,1147,759,859,758,678,2594,1692,1972,2327,1904,1711,633,472,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rhode Island",6212,3896,756,1757,1835,586,625,1035,985,903,1204,823,536,466,1056,1081,3457,774,1613,1921,713,728,1050,678,789,908,825,573,444,1546,1627,4989,3080,846,922,879,379,478,926,810,683,928,479,424,369,327,151,2666,579,759,754,416,297,549,528,745,858,542,610,249,393,234,1441,1011,522,390,386,334,400,384,477,454,605,188,257,222,105,200,1295,544,330,392,377,295,542,122,287,296,244,397,264,286,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G450","2012",,,"South Carolina","45",,,,,,,,,,,,,,,,,,"South Carolina",3165844,1556315,89941,94845,92268,55392,45071,110468,97806,95189,201149,221724,208517,154292,71522,18131,1609529,81974,86887,91906,52668,42323,102539,97666,96051,200882,226212,229438,169771,90532,40680,1307087,612348,45468,49868,48833,28228,24871,54147,39625,38150,76285,81678,70525,36339,14013,4318,694739,43926,47134,49574,28350,21856,56357,44839,48451,87364,97153,86155,48885,24733,9962,59956,27550,1766,2114,1658,1489,1048,2291,2150,2993,4862,3293,2292,1342,252,0,32406,2063,1920,1823,771,715,1880,3086,3206,6252,4415,3607,1787,632,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Carolina",8016,5200,2298,3823,3822,963,1862,2445,1793,1505,1885,1411,758,525,1647,1537,4727,1748,3491,3378,906,1946,2245,1431,1841,1901,1370,922,557,2851,2809,6873,4385,2096,2628,2885,1397,2494,2376,1882,2254,2687,2250,886,1151,1261,801,4501,2279,2713,2884,1745,1575,1993,1682,1594,1665,1233,646,854,1213,1192,2302,1713,567,496,544,614,532,799,639,1038,916,912,643,552,215,197,1875,696,584,643,400,382,819,893,740,940,782,763,544,420,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G460","2012",,,"South Dakota","46",,,,,,,,,,,,,,,,,,"South Dakota",711562,356595,23095,21765,23508,13055,10488,24675,23449,23561,40605,50439,50219,28601,16798,6337,354967,21110,22165,19350,12697,10882,23092,22060,21919,38610,49932,48604,29782,21585,13179,13055,8322,1012,791,474,576,631,1218,639,881,1279,574,247,0,0,0,4733,755,656,233,139,121,247,855,266,772,234,320,11,8,116,9537,4754,309,130,495,312,192,662,788,59,347,563,642,169,86,0,4783,166,310,316,455,747,255,483,171,217,796,763,104,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Dakota",2706,1581,738,1462,1362,608,1059,1172,526,409,562,327,475,299,693,666,2086,738,1342,1345,586,1087,1453,646,382,449,296,237,176,1203,1154,1334,1007,459,402,295,403,500,715,307,494,534,449,189,147,147,147,787,436,365,190,203,144,349,579,277,389,207,291,19,15,199,1227,836,215,157,281,333,181,502,269,65,205,202,372,158,115,147,897,135,165,352,399,454,197,316,148,168,312,350,93,147,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G470","2012",,,"Tennessee","47",,,,,,,,,,,,,,,,,,"Tennessee",5036564,2466724,141733,153361,159842,95975,63813,165673,156743,156329,332567,357918,326822,222318,105229,28401,2569840,137548,145632,150791,89554,59882,166187,156608,158304,327508,370267,354061,246164,145877,61457,1091759,514463,40812,42584,42086,26351,21324,45782,38343,35958,65664,65560,54346,23379,9386,2888,577296,40945,39218,41685,26880,18914,49387,39861,42441,74700,79379,66496,32340,18496,6554,96086,44687,2654,3938,2514,1666,754,3528,4720,4212,9275,5309,2938,2131,947,101,51399,3170,4313,3059,1614,1318,3078,4809,4986,10053,6078,4455,3383,891,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tennessee",9580,6580,1995,5190,4803,2292,2684,2922,2043,2625,2649,1359,876,588,2085,2026,5537,2034,4589,4319,2244,2450,2703,1908,1803,2059,1025,1189,703,3135,3103,6706,4367,1466,2670,2515,1306,1453,1988,1299,1526,1698,1464,1345,1020,963,723,4463,1526,2935,2628,1413,1691,1686,1124,1467,1198,1427,1354,1049,1210,1002,3063,1964,704,660,591,573,381,698,977,657,1136,1027,610,488,357,129,2092,651,890,732,452,522,637,909,845,943,731,573,727,377,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G480","2012",,,"Texas","48",,,,,,,,,,,,,,,,,,"Texas",19546170,9727847,715951,715547,731933,417880,280837,713904,704399,693879,1311367,1301490,1078212,647391,315204,99853,9818323,682208,689659,695668,394419,267612,673922,677125,670561,1293435,1308524,1136152,720079,419125,189834,3099425,1496944,117300,121896,124536,75239,52535,130016,112182,110540,208896,201716,143707,65027,27002,6352,1602481,114826,116034,118635,70082,53895,123745,118815,121697,225512,221114,172818,81958,44703,18647,1052002,511808,34193,38472,35627,19793,12508,38695,44323,45808,90970,68831,46328,24576,10011,1673,540194,34272,37497,33935,18661,11117,35942,46154,51045,99402,72490,57063,27664,12319,2633,21938,10060,1560,1014,701,341,343,502,1677,736,1460,865,557,229,43,32,11878,434,556,1098,235,625,878,1202,811,2289,2565,932,210,43,0,"Texas",48902,27788,5333,11006,10413,4792,5071,8185,5963,6183,7440,7462,4809,2793,4296,3831,26723,6846,12038,11535,4803,4653,5934,5086,5068,7547,5564,3513,3229,5847,5715,15541,9928,4081,5959,5205,2573,2053,4387,3193,3485,3147,3175,1928,1594,1456,969,9459,3473,5045,5505,2501,3204,3069,2307,2482,2891,2729,1871,1683,1873,1802,8660,5330,1758,3061,2777,1250,1742,2057,1647,1566,2016,1505,1303,1266,1092,672,5913,1876,2637,2704,1300,915,1545,1791,1697,1912,1794,1514,1398,1013,804,2767,1825,594,394,383,250,450,405,911,480,605,451,483,234,64,59,1539,326,238,477,221,432,681,704,435,666,954,605,224,67,206
"G490","2012",,,"Utah","49",,,,,,,,,,,,,,,,,,"Utah",2514908,1263864,111931,110831,110252,59964,37619,103744,93974,101779,158963,137938,118831,69512,36690,11836,1251044,105410,105668,101603,55277,37043,100852,94932,98611,151279,138945,121853,75682,45514,18375,31797,16575,1139,1798,1446,721,890,1283,1602,1088,2840,2222,1176,232,138,0,15222,1264,2089,2022,833,537,1694,1035,1281,1438,1375,710,595,233,116,62575,29872,2408,2345,1909,878,1074,2643,3239,2286,4516,3781,2577,1378,458,380,32703,1849,2156,1844,1492,565,2948,3377,2984,5937,4070,2493,1763,816,409,25765,13030,1424,942,1641,332,841,1108,1922,1016,1737,881,866,127,105,88,12735,1323,1388,1026,694,1281,1145,1600,731,1219,1161,790,327,50,0,"Utah",10080,5407,1341,3541,3683,1008,1275,1684,1645,1348,1512,1397,790,603,1250,1237,5778,1502,3314,3606,1243,1200,1494,1366,1325,1530,1251,788,652,1526,1493,3012,1651,490,768,798,386,498,465,404,661,792,641,218,178,158,181,2087,476,787,647,471,321,592,398,437,417,670,318,268,186,136,2843,1794,574,661,580,299,365,537,564,507,755,591,352,342,216,273,1804,592,572,549,407,247,572,558,393,696,633,410,325,281,250,2742,1373,225,409,546,233,557,558,797,247,523,432,264,143,129,155,1735,379,501,337,353,699,547,740,264,384,411,298,276,79,181
"G500","2012",,,"Vermont","50",,,,,,,,,,,,,,,,,,"Vermont",595252,293916,14406,15922,17516,10994,10165,21826,16708,16334,34631,46061,45618,26913,12299,4523,301336,13378,14914,16437,10578,9872,19634,16538,16730,35571,47944,46574,28099,16336,8731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8234,3392,439,163,190,166,83,255,445,192,805,422,207,19,6,0,4842,122,378,393,214,295,272,397,518,699,702,443,329,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermont",736,628,194,1065,1042,87,432,516,168,53,166,158,351,302,701,665,607,96,1183,1159,148,418,510,169,102,245,208,214,98,992,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,433,195,143,162,151,149,169,270,173,310,229,144,34,13,143,608,97,196,248,152,213,158,236,301,247,337,230,239,83,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G510","2012",,,"Virginia","51",,,,,,,,,,,,,,,,,,"Virginia",5661067,2805637,160220,173895,167812,103184,79291,197464,197171,190640,369966,424554,366166,231053,109129,35092,2855430,152570,152206,163418,99201,77224,185546,187336,181820,368013,428367,387574,254609,143712,73834,1576258,751616,50761,53181,57868,33762,28437,63321,57003,52398,101396,108476,82107,40719,17605,4582,824642,49952,50973,57553,33509,26556,67364,55685,57893,110652,123205,96281,53592,28608,12819,469669,220801,15064,17465,14076,8566,5979,15229,18079,19216,40438,30878,19548,11461,3864,938,248868,14311,16757,14517,7849,4943,15339,20366,23203,47834,35511,25379,14396,6347,2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Virginia",12880,8558,2813,4832,4673,1981,3402,3943,2750,3096,2763,2066,1274,975,2069,2007,7635,2306,4390,4465,2461,3335,3472,2305,2390,2829,1740,1506,1132,2872,2821,9466,5453,1953,2802,3764,1825,1780,2555,1845,2022,2648,2085,1426,1483,1365,947,6565,2568,3081,3558,1870,2499,2996,1916,2122,2678,2513,1695,1657,1678,1308,6255,4017,1068,1483,1602,1116,1271,1581,1338,1021,1236,1435,940,667,559,493,3920,1159,1599,1564,846,791,1432,1395,1065,1567,1411,920,1063,779,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G530","2012",,,"Washington","53",,,,,,,,,,,,,,,,,,"Washington",5402912,2691469,154666,156594,164486,100475,70020,184169,187498,184096,355659,395008,371981,223660,103194,39963,2711443,149638,147258,159568,94380,61897,174279,179147,178617,341001,395258,388198,238555,133622,70025,248631,134825,10114,8018,10071,5291,4275,12254,11666,11011,20680,19736,13246,5439,2299,725,113806,7517,7742,8898,4904,3928,9814,9792,9669,15310,15397,11525,4778,3301,1231,509565,234393,14696,14077,14483,8759,6962,19265,20759,20655,39088,30881,23387,13692,6285,1404,275172,13664,14689,13615,9188,6004,20780,22529,23483,47027,39620,32592,18889,9475,3617,41156,20463,2734,1815,1696,508,526,1844,1783,2066,2951,1888,1593,723,336,0,20693,1373,1286,1801,1735,740,1218,2120,1496,3777,2113,1979,711,269,75,"Washington",12547,7849,2161,4549,4526,1637,1854,3064,2169,1891,2067,1883,1509,781,2348,2336,6869,2253,4564,5183,1488,1617,2072,1705,1739,2198,2033,1160,983,2800,2795,6701,3651,1303,1725,1422,829,722,1292,1239,1235,1365,1090,741,538,375,272,4278,1456,1689,1608,875,744,1186,1076,1293,1289,924,772,657,888,569,6656,3676,1263,1747,1430,879,746,1159,1432,1286,1358,1149,854,826,586,422,4237,1482,1478,1528,932,665,1143,1090,1320,1286,1342,833,857,904,696,2910,2023,841,926,605,327,489,698,681,555,680,629,491,369,283,192,1721,663,527,828,663,399,698,773,694,1147,638,483,418,198,131
"G540","2012",,,"West Virginia","54",,,,,,,,,,,,,,,,,,"West Virginia",1738148,853100,47931,48456,52115,30873,22349,56769,49213,52738,108768,123255,127034,81633,41110,10856,885048,45198,48997,47310,29463,20084,57290,48579,52276,109723,126330,132550,88070,53021,26157,61306,31928,2039,1323,1777,1451,2058,4115,2132,2731,3262,4272,4155,1640,852,121,29378,3259,1982,2194,692,1433,2602,1589,1887,2498,3621,4313,1348,1403,557,12173,5127,567,567,133,53,23,488,510,733,538,601,557,257,91,9,7046,235,157,598,115,125,1090,682,712,1058,1300,369,280,325,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Virginia",2503,2040,882,2374,2503,920,1253,1611,941,476,756,523,389,314,1204,1187,1996,1060,2179,2039,965,1955,2130,710,623,877,872,368,255,1593,1544,3320,2374,954,572,681,560,745,1324,670,666,795,903,783,481,582,103,2147,1272,666,694,639,700,709,570,776,792,934,829,433,554,240,1232,915,427,535,118,84,36,331,299,381,344,235,229,195,104,16,1033,212,180,358,130,160,473,483,331,521,559,234,196,268,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
