GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,SATE001,SATE002,SATE003,SATE004,SATE005,SATE006,SATE007,SATE008,SATE009,SATE010,SATE011,SATE012,SATE013,SATE014,SATE015,SATE016,SATE017,SATE018,SATE019,SATE020,SATE021,SATE022,SATE023,SATE024,SATE025,SATE026,SATE027,SATE028,SATE029,SATE030,SATE031,SAVE001,SAVE002,SAVE003,SAVE004,SAVE005,SAVE006,SAVE007,SAVE008,SAVE009,SAVE010,SAVE011,SAVE012,SAVE013,SAVE014,SAVE015,SAVE016,SAVE017,SAVE018,SAVE019,SAVE020,SAVE021,SAVE022,SAVE023,SAVE024,SAVE025,SAVE026,SAVE027,SAVE028,SAVE029,SAVE030,SAVE031,SAZE001,SAZE002,SAZE003,SAZE004,SAZE005,SAZE006,SAZE007,SAZE008,SAZE009,SAZE010,SAZE011,SAZE012,SAZE013,SAZE014,SAZE015,SAZE016,SAZE017,SAZE018,SAZE019,SAZE020,SAZE021,SAZE022,SAZE023,SAZE024,SAZE025,SAZE026,SAZE027,SAZE028,SAZE029,SAZE030,SAZE031,SA1E001,SA1E002,SA1E003,SA1E004,SA1E005,SA1E006,SA1E007,SA1E008,SA1E009,SA1E010,SA1E011,SA1E012,SA1E013,SA1E014,SA1E015,SA1E016,SA1E017,SA1E018,SA1E019,SA1E020,SA1E021,SA1E022,SA1E023,SA1E024,SA1E025,SA1E026,SA1E027,SA1E028,SA1E029,SA1E030,SA1E031,NAME_M,SATM001,SATM002,SATM003,SATM004,SATM005,SATM006,SATM007,SATM008,SATM009,SATM010,SATM011,SATM012,SATM013,SATM014,SATM015,SATM016,SATM017,SATM018,SATM019,SATM020,SATM021,SATM022,SATM023,SATM024,SATM025,SATM026,SATM027,SATM028,SATM029,SATM030,SATM031,SAVM001,SAVM002,SAVM003,SAVM004,SAVM005,SAVM006,SAVM007,SAVM008,SAVM009,SAVM010,SAVM011,SAVM012,SAVM013,SAVM014,SAVM015,SAVM016,SAVM017,SAVM018,SAVM019,SAVM020,SAVM021,SAVM022,SAVM023,SAVM024,SAVM025,SAVM026,SAVM027,SAVM028,SAVM029,SAVM030,SAVM031,SAZM001,SAZM002,SAZM003,SAZM004,SAZM005,SAZM006,SAZM007,SAZM008,SAZM009,SAZM010,SAZM011,SAZM012,SAZM013,SAZM014,SAZM015,SAZM016,SAZM017,SAZM018,SAZM019,SAZM020,SAZM021,SAZM022,SAZM023,SAZM024,SAZM025,SAZM026,SAZM027,SAZM028,SAZM029,SAZM030,SAZM031,SA1M001,SA1M002,SA1M003,SA1M004,SA1M005,SA1M006,SA1M007,SA1M008,SA1M009,SA1M010,SA1M011,SA1M012,SA1M013,SA1M014,SA1M015,SA1M016,SA1M017,SA1M018,SA1M019,SA1M020,SA1M021,SA1M022,SA1M023,SA1M024,SA1M025,SA1M026,SA1M027,SA1M028,SA1M029,SA1M030,SA1M031
"G340","2013",,,"New Jersey","34",,,,,,,,,,,,,,,,,,"New Jersey",6068475,2965868,165222,177743,187647,118108,77743,180589,179909,177661,369619,471966,414945,255808,132337,56571,3102607,157359,163210,183965,113647,69000,169533,172400,172456,375987,488674,439062,295937,184838,116539,1215836,569827,39225,38029,47481,27611,20325,49588,39369,38640,78469,82937,59107,32189,13638,3219,646009,41616,42276,41105,26621,17808,49522,43375,43422,90282,96649,72405,46416,24451,10061,801879,390740,26091,26784,25936,15041,7599,21983,31359,34735,71771,54526,40019,24535,8673,1688,411139,25787,25278,25862,13821,6554,23645,32597,38193,76024,58115,45355,25549,10260,4099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Jersey",23885,13123,3282,5097,5611,1932,1820,3114,2895,2518,3768,3089,2206,1491,3022,2805,12884,2983,5186,4920,1640,1621,2801,2313,2674,3269,2603,2719,1416,4202,4063,11667,6633,1763,2896,3224,1264,1397,2057,1884,1515,1901,1700,1182,1201,1207,978,6775,1794,2722,2645,1197,1464,1977,1594,1417,2158,1580,1138,1102,1501,1618,6084,3682,1259,1963,1924,1030,780,1057,1168,1015,1210,891,796,828,873,644,3468,1311,2088,2140,768,728,1217,1231,829,1326,904,935,973,837,925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G350","2013",,,"New Mexico","35",,,,,,,,,,,,,,,,,,"New Mexico",1569585,774178,47024,50572,51728,31031,23660,54604,50511,49844,90699,100689,103115,72690,37718,10293,795407,47820,49331,49677,29209,21025,50525,46696,48255,93319,105172,112723,79751,42145,19759,41733,23157,1670,928,1589,696,1543,2888,675,1410,3162,3567,2946,1473,522,88,18576,1014,1569,1564,1151,493,2804,679,1493,2025,2779,1608,667,636,94,28274,12510,423,876,1090,326,553,1381,957,993,2143,1041,1478,1009,74,166,15764,491,1044,1019,501,189,1026,1209,1493,2921,1976,2034,1077,410,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Mexico",12950,6591,2006,2920,3013,1480,1841,2609,1901,2370,2499,2099,1582,1171,1571,1339,8336,2182,3075,3061,1434,1978,2317,1706,1725,2250,1936,1676,1445,1873,1510,2692,1827,637,375,403,290,644,817,392,717,1054,928,637,516,286,103,1932,573,648,757,525,309,1162,482,567,557,873,397,249,305,114,2559,1706,351,449,660,254,446,593,514,382,518,458,558,165,103,189,1735,281,939,461,374,131,182,474,495,576,544,361,312,259,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G360","2013",,,"New York","36",,,,,,,,,,,,,,,,,,"New York",12695280,6218601,338045,346991,358674,226326,168157,426086,440734,407575,785836,933367,854292,533825,282800,115893,6476679,318282,327913,340869,215585,164958,410631,433148,406422,769382,944681,900875,616074,390201,237658,3079582,1422618,98998,96876,106027,67976,47685,130928,111823,97341,181364,203995,150444,80369,36015,12777,1656964,99489,99016,103732,63047,49399,133673,118607,114547,215368,244333,197469,123118,66981,28185,1554980,744991,45684,41914,42839,25607,20391,61322,65597,63846,113782,104596,86809,44553,22559,5492,809989,41726,40581,43076,25671,20297,62222,74195,72557,132861,116674,94545,49385,25995,10204,9962,5284,275,532,143,210,254,674,710,452,668,839,350,34,143,0,4678,237,336,118,50,44,394,434,231,472,1189,552,197,424,0,"New York",28799,16177,4297,7318,7731,2847,2399,3946,4422,4097,4850,4472,3808,2185,4612,4088,16627,3754,7151,6005,2782,2803,4026,3636,3456,4937,4269,3632,2764,6055,5877,16847,8945,2884,4751,4373,1746,1687,2976,3088,2259,3318,3186,2663,2105,1783,1490,12148,2681,4352,4642,1644,1824,3034,2854,2742,3017,2611,2819,2038,2389,2344,9200,5412,1847,2404,2388,1169,1259,2057,1416,1604,1781,1580,1205,991,1433,1279,5733,1924,2191,2399,1026,1251,2115,1619,1859,1928,1884,1202,1227,1572,1449,3006,1479,256,401,136,204,289,483,471,414,336,554,398,32,163,193,1883,335,315,148,85,74,330,477,183,363,540,453,275,608,193
"G370","2013",,,"North Carolina","37",,,,,,,,,,,,,,,,,,"North Carolina",6811501,3349080,187280,201893,214377,123620,89711,242873,208121,206993,449319,484977,437158,312269,147953,42536,3462421,179661,199900,191135,112900,81554,216732,210774,212158,448039,494940,475317,351340,193682,94289,2121712,997364,70421,84829,72482,48523,39156,88046,67353,67217,128082,131485,110323,60480,22137,6830,1124348,67456,72420,75491,44077,37058,89605,75486,78136,155839,156656,137940,77589,39739,16856,238502,111549,7594,8801,8475,4122,2277,10701,9494,11254,21246,12409,8653,5056,1010,457,126953,8856,10225,9050,4166,4149,7890,10513,12667,22480,16012,11907,5418,2887,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Carolina",15914,10383,3292,5706,5703,2452,3300,3749,2894,3376,4095,2653,1383,1314,2987,2809,8813,3384,6160,5525,2171,2774,3591,2608,2933,3907,2633,1140,1020,3892,3924,11398,7785,2880,4076,4053,2091,2385,3363,2986,2790,3940,2661,1573,2120,1660,1013,6780,2901,4235,4085,2120,2560,3121,2343,2232,3166,2639,1808,1737,1844,1774,4452,2894,871,1593,1131,838,661,1226,955,1145,1406,1056,813,821,418,318,2885,1022,1367,1187,609,1002,1256,1161,1020,1455,1354,1098,932,694,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G380","2013",,,"North Dakota","38",,,,,,,,,,,,,,,,,,"North Dakota",643478,327662,19990,17752,19876,10395,10287,32721,25219,22439,38861,42190,43689,24501,14352,5390,315816,19888,17532,17621,11065,10290,27261,20500,19448,34226,40904,41930,25210,18289,11652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9096,4588,48,135,249,152,169,1094,405,1077,349,251,422,193,44,0,4508,281,504,131,18,120,391,291,558,671,828,616,32,43,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Dakota",1336,1420,680,1363,1447,565,1161,1306,927,393,680,452,166,93,667,667,1573,911,1522,1469,517,1002,1028,660,464,607,280,395,158,1148,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178,732,59,122,193,178,230,822,426,678,301,253,323,151,70,149,947,161,368,150,38,153,304,220,342,379,388,405,39,68,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G390","2013",,,"Ohio","39",,,,,,,,,,,,,,,,,,"Ohio",9541274,4679827,267729,286729,301509,187009,126412,313160,295803,292196,581392,689103,658728,403064,199423,77570,4861447,249963,271190,289520,179111,120916,305785,289858,290497,583376,702919,691366,456038,277487,153421,1405148,671204,52053,54134,53436,34026,25850,61985,45641,39964,84047,87219,73442,36094,18377,4936,733944,51147,50436,52222,31851,22168,58801,50739,49577,90884,96950,86958,50282,27935,13994,212547,101425,6287,6780,6105,3240,3447,8560,10054,9368,18400,12123,8880,6300,1772,109,111122,6953,8156,7215,3487,4041,8729,9533,9093,18754,15075,10786,6319,2360,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio",8254,5200,2024,6705,6747,1414,1697,2140,1930,1766,2042,1595,1166,1030,3017,3076,5419,1650,7269,7164,1458,2437,2660,1592,1645,1930,1605,963,835,4148,4169,9823,6431,2071,3408,3916,1628,1375,2421,1861,1573,2152,1835,1386,932,1090,804,5967,2364,3316,3110,1378,1306,2077,1792,1581,1897,2052,1829,1372,1548,1366,5049,3336,1238,1253,1234,761,813,1131,1068,841,1198,1053,836,910,498,91,2782,1062,1181,988,712,694,1139,946,966,1367,1134,978,751,683,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G400","2013",,,"Oklahoma","40",,,,,,,,,,,,,,,,,,"Oklahoma",2815708,1392548,84076,90122,85541,50787,35705,100528,94481,94049,173291,190727,183740,124798,65101,19602,1423160,81212,81807,81505,47849,34506,94060,92676,92957,167576,192528,194543,140045,83371,38525,277016,137790,10848,10013,11548,6854,6504,13524,9464,9533,18427,16201,14458,6624,3059,733,139226,9903,10331,10043,5916,4503,13857,10447,9890,17789,17198,15533,8140,3794,1882,71433,33326,3114,2161,2063,1269,1303,3500,3144,2865,5615,3390,2832,1427,538,105,38107,2042,2321,2868,1226,1261,3803,3018,3614,5936,4463,4380,2521,518,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oklahoma",6474,3955,1224,2512,2741,979,1454,1830,1370,998,1309,1178,745,465,1559,1671,4178,1439,2813,2907,1040,1687,1821,955,967,1373,744,831,449,2409,2352,4245,2654,1007,1254,1322,672,969,1451,997,837,1169,1128,641,587,459,322,3089,1058,1214,1334,741,736,1210,1101,983,1128,1082,771,670,547,431,3415,1940,651,568,614,393,565,839,570,511,603,678,472,256,217,161,2135,242,669,628,699,545,814,467,522,642,770,653,567,279,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G410","2013",,,"Oregon","41",,,,,,,,,,,,,,,,,,"Oregon",3370391,1667875,94335,99348,98470,62423,42070,107588,111852,116131,220682,219735,238036,157696,72157,27352,1702516,88957,94599,92519,55908,38193,107763,107846,113330,212883,227107,253162,170316,89269,50664,72655,39692,2957,3002,2791,1218,1342,3009,3335,2605,5558,6786,4447,1350,931,361,32963,3309,2919,2559,993,1371,2856,2637,2858,3976,3634,2919,1729,593,610,152271,69591,4152,4468,3573,2697,2066,6717,6678,5049,12073,9304,6770,3624,1745,675,82680,3998,4288,4966,3301,1905,5893,6427,7202,14234,13466,8652,5426,2181,741,14038,6710,230,625,1188,294,203,470,558,737,1224,541,354,165,0,121,7328,105,483,604,316,188,1118,594,584,1375,1273,313,365,0,10,"Oregon",10721,6991,2188,4235,4233,1829,2223,2508,2074,1771,2417,1650,1025,735,2254,2232,5687,2393,3618,3915,1668,1538,2026,1567,1546,2199,1837,1024,786,2419,2356,3250,2270,665,1084,851,267,636,632,835,451,932,1030,754,442,401,284,1793,769,829,661,359,759,888,698,577,712,519,523,346,187,299,4385,2638,721,1078,906,755,507,1069,1025,730,1204,703,538,729,497,370,3069,800,918,966,804,655,960,678,892,836,1104,647,638,451,351,1868,1415,301,368,788,162,157,453,491,565,691,298,336,152,200,130,1209,134,177,418,291,262,749,646,572,764,759,211,538,200,22
"G420","2013",,,"Pennsylvania","42",,,,,,,,,,,,,,,,,,"Pennsylvania",10427694,5101917,265333,288456,296433,191195,140803,338890,328113,310110,614167,769160,743590,466230,252327,97110,5325777,252386,272729,283102,179725,141487,328257,315933,303146,611529,784483,775401,526813,350436,200350,1409021,677539,51366,49522,54368,33346,26613,65089,50565,44166,88298,90074,69373,33668,15956,5135,731482,50962,51588,48829,30695,23862,65438,52709,46402,90256,98641,83363,48366,27269,13102,384783,184574,11562,14805,10838,6827,6708,16009,16782,16456,31545,21702,16762,9719,3664,1195,200209,11832,12414,12440,7649,6915,15148,20048,18736,32468,25636,20547,10628,4994,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pennsylvania",14989,8541,2671,5439,5477,1379,1503,2428,1897,1643,3069,1972,1706,1121,3394,3402,8523,2135,5744,6216,1405,2045,2451,1729,1869,2335,1555,1413,1087,4862,4742,11876,7654,2569,3755,3007,1532,1858,2128,2410,1704,3047,1968,1732,1170,1053,1011,6915,2070,3456,2989,1526,1479,2290,1901,1538,2062,1973,1270,1234,1562,1496,4798,3653,1093,1562,1453,808,856,1146,983,1044,1677,994,921,734,723,443,3164,824,1338,1369,955,951,1260,1082,1101,1116,1366,996,847,672,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G440","2013",,,"Rhode Island","44",,,,,,,,,,,,,,,,,,"Rhode Island",846102,406895,17988,20521,23466,15661,12844,32203,25153,24120,48181,63502,59941,36422,18229,8664,439207,18492,20614,21829,13643,14422,30263,24241,24279,51814,68110,64640,41876,24102,20882,67541,33371,2729,3114,2308,1945,881,3306,3255,2079,4696,4116,3078,1475,179,210,34170,2903,1994,3662,1077,1668,3409,3373,2649,4009,4086,2908,1357,817,258,33240,15453,766,1185,909,261,591,2136,2048,1901,1945,1711,1137,504,330,29,17787,904,876,1302,571,1038,2138,1724,1906,2602,2137,1268,494,534,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rhode Island",6637,3786,1238,1942,1892,807,651,1204,1009,749,947,943,730,372,1113,1101,3595,951,2336,2163,665,720,963,641,892,1116,976,727,622,1267,1284,5169,3052,1072,789,792,519,401,1151,811,330,1028,585,418,371,156,220,2923,1010,724,762,569,333,808,715,484,682,528,356,197,278,251,2461,1437,368,389,452,201,335,402,298,325,600,605,391,243,294,53,1433,397,451,505,295,472,438,382,435,710,488,249,177,385,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G450","2013",,,"South Carolina","45",,,,,,,,,,,,,,,,,,"South Carolina",3209900,1577365,86918,96582,92090,56789,48249,109270,99253,98801,202202,219729,211066,163699,72329,20388,1632535,85268,92854,87416,53432,42642,101264,98015,99287,200292,226752,232301,178818,93086,41108,1320131,620896,46819,50722,47629,28202,22353,58697,42179,38079,74194,81920,72286,38045,15690,4081,699235,44199,46406,49254,27379,23410,57824,45518,46090,90315,94485,87901,50727,25485,10242,65048,27689,1896,1865,1140,648,787,3165,2944,2732,3557,4914,2367,1128,465,81,37359,2433,2483,1810,1694,1866,3245,2402,2821,5448,5562,3864,2234,1206,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Carolina",7245,4653,1935,3820,3881,1363,2532,2899,1724,2234,2239,1416,892,696,2220,2208,4688,1988,4365,4251,1767,1987,2048,1379,1856,1961,1121,1147,742,2766,2855,5887,4303,2672,2935,3149,1515,2625,2639,1677,1599,2717,2234,1025,1524,1404,871,4503,2443,2223,2578,1558,2556,2458,1612,1968,2223,1382,750,1097,1425,1264,3121,2045,613,533,566,350,403,886,682,901,865,1094,563,396,304,121,1969,952,810,450,668,607,836,796,926,1082,1009,918,754,524,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G460","2013",,,"South Dakota","46",,,,,,,,,,,,,,,,,,"South Dakota",719112,359922,23609,23604,22297,12687,10476,24700,23842,23708,42836,48018,50910,30147,16635,6453,359190,22015,22609,20053,12857,9342,23728,21882,23021,39643,48356,50117,30872,22339,12356,13001,7987,708,716,860,225,258,1147,981,591,1058,380,833,230,0,0,5014,530,855,614,79,67,648,243,582,771,211,390,0,19,5,9105,3850,248,414,193,48,94,993,561,289,457,175,215,0,163,0,5255,625,958,451,199,19,135,494,386,717,592,473,206,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Dakota",2326,1742,612,1510,1578,764,1070,1163,661,434,742,610,450,89,836,853,1561,473,1414,1448,812,795,866,518,683,589,497,360,129,1276,1306,1955,1230,418,302,363,145,332,881,590,430,657,270,637,286,155,155,1239,335,389,382,124,68,347,178,410,502,193,284,155,40,12,1240,724,142,262,199,86,125,554,397,195,287,170,165,155,217,155,1024,230,849,285,197,42,149,276,265,428,337,271,201,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G470","2013",,,"Tennessee","47",,,,,,,,,,,,,,,,,,"Tennessee",5060129,2484036,144124,152344,161049,96345,64715,167205,156232,157164,327878,356102,331512,233172,107125,29069,2576093,134684,147738,146783,88041,61492,166743,155870,158825,327400,366701,355924,256543,146244,63105,1102455,522221,40330,41588,44727,25376,19430,50174,39074,36062,67021,65484,54786,25943,8486,3740,580234,38003,41952,41099,26100,18973,49506,40514,40667,78401,77937,67832,34621,17040,7589,98746,45871,2921,3644,2511,1985,604,3286,4801,4906,7637,5516,5204,1852,873,131,52875,3331,4320,3280,1319,1119,2884,5819,4687,9591,6597,5519,2449,1749,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tennessee",9986,7020,2571,6251,6094,1804,2595,2935,2544,2173,2093,1484,1346,748,2358,2289,5677,2456,4618,4589,1789,2284,2908,1968,1521,1832,1487,1114,711,2916,2873,6795,4295,1684,3199,3050,1416,1884,2512,1674,1616,1948,2077,1676,1151,930,702,4599,1514,2534,2472,1537,1562,2519,1239,1355,1759,1574,1577,1221,1470,1217,3220,2258,705,773,697,632,389,641,899,1045,1221,904,873,624,498,212,2143,650,1043,674,436,538,507,1068,850,929,870,916,606,823,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G480","2013",,,"Texas","48",,,,,,,,,,,,,,,,,,"Texas",19840367,9881725,713044,747309,737737,432193,285469,725227,705484,709442,1317629,1293214,1104311,684851,326308,99507,9958642,678734,704847,708043,399498,274382,683880,675862,683326,1305488,1301184,1159652,757982,429515,196249,3142866,1523053,112188,120808,125465,75711,51293,138302,113807,113987,212386,201925,152397,70350,28116,6318,1619813,109300,121849,112784,69963,52858,128040,118381,123763,226703,223591,179718,90414,44044,18405,1089907,531490,33501,39708,39635,19890,13457,39894,43697,46096,93144,74130,49862,26493,10282,1701,558417,31911,38683,33928,20096,12350,36566,47281,50393,102240,77276,59013,32158,12274,4248,19892,11063,1251,969,931,423,132,2061,797,770,1323,1301,979,90,36,0,8829,539,991,283,719,0,626,769,1049,1358,951,961,264,319,0,"Texas",43056,23892,6136,12298,11680,5754,5400,7622,6849,6459,7499,6887,4515,3003,4532,4021,25140,7516,12522,12802,4655,5574,6109,5778,5665,7159,7591,4872,3512,5705,5695,13424,8977,3396,4990,5299,2647,2707,3949,3289,2842,3595,3535,2406,1985,1779,1192,9271,3228,5087,5283,2645,3029,3721,3369,3074,3555,3005,2281,2150,2106,1957,10307,6507,1916,2450,2761,1196,1339,1911,1722,1828,2319,2206,1368,1275,898,612,6536,2013,2817,2923,1365,1174,2289,1591,1907,2316,2322,1656,1389,1396,928,2713,1809,795,443,503,344,126,1122,833,448,742,803,533,122,55,213,1592,336,536,242,433,213,370,409,504,592,503,559,285,312,213
"G490","2013",,,"Utah","49",,,,,,,,,,,,,,,,,,"Utah",2534534,1271138,110278,110848,108265,60018,36497,107704,91551,101068,163688,135720,121498,74115,36840,13048,1263396,103524,106631,100191,56328,37318,104495,90159,97832,159494,134554,127318,80283,45288,19981,32754,18347,1771,1812,1950,804,1217,1214,1116,960,3147,2416,1059,374,425,82,14407,1629,1559,1721,1247,819,815,1320,1463,1604,905,749,322,193,61,62671,28989,1890,1772,2031,1306,768,3167,3111,2533,4431,3188,2939,1215,545,93,33682,2172,1920,1566,1006,931,3386,3203,3306,5307,4785,3565,1469,735,331,27513,13643,1703,1097,1848,721,610,1169,964,1803,1386,1232,653,406,51,0,13870,1672,951,1850,650,727,1043,1340,1253,1980,511,1157,605,66,65,"Utah",11587,6357,1619,3323,3510,932,1088,1499,1216,1495,1860,1393,1025,681,1422,1347,6624,1660,4264,4028,1232,1337,1541,1135,1155,1808,1131,814,641,1814,1766,2655,1796,557,720,812,404,590,527,534,536,727,941,485,276,416,163,1545,556,594,705,571,521,377,621,1027,701,546,542,293,170,108,2745,1756,453,724,623,343,352,710,693,321,560,510,456,222,143,104,1724,399,521,520,388,498,787,550,674,451,803,480,509,374,384,1830,1019,329,340,381,221,508,629,556,662,564,533,349,244,86,185,1233,483,388,374,192,257,360,310,592,590,340,366,318,82,87
"G500","2013",,,"Vermont","50",,,,,,,,,,,,,,,,,,"Vermont",595148,293598,14705,17175,15421,10960,9557,22014,17387,16780,34279,44452,45463,28132,11871,5402,301550,13248,15201,15546,10524,9220,20604,16595,16885,34909,46505,47477,29658,17724,7454,7184,4372,483,300,477,141,217,263,89,378,709,697,394,196,0,28,2812,136,350,290,70,85,738,0,316,398,193,111,110,0,15,7640,3464,106,322,275,129,124,650,151,152,427,651,59,304,87,27,4176,63,165,246,160,423,640,192,217,589,535,536,367,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermont",621,813,368,923,914,385,863,915,418,331,364,290,228,88,710,727,782,299,1179,1202,517,591,756,200,230,254,288,369,54,857,856,983,994,464,191,359,160,142,232,104,248,652,338,215,195,151,65,561,145,297,240,72,95,288,151,306,272,168,99,87,151,27,1131,641,124,312,249,132,123,314,153,180,354,302,74,177,143,45,759,100,132,202,91,215,359,165,228,274,286,353,235,57,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G510","2013",,,"Virginia","51",,,,,,,,,,,,,,,,,,"Virginia",5726886,2840084,164068,168407,169183,103249,81498,200822,198264,195054,377000,418012,372275,243644,112186,36422,2886802,154263,159174,163275,98964,75991,187147,190298,187153,366287,424311,392727,267722,144326,75164,1592426,757868,49293,53752,55564,35077,28186,67657,54164,53645,100931,107915,84102,44853,18313,4416,834558,52433,55011,53411,33343,25612,65905,58722,57723,108129,124587,100488,56215,28654,14325,484497,227704,12942,15578,15923,9330,4794,18643,17715,20406,40280,32904,20709,12516,4828,1136,256793,14180,16868,14349,8638,6844,16598,21608,23288,47480,37233,26742,14010,7461,1494,5808,2656,49,83,347,135,33,145,489,239,243,423,241,94,135,0,3152,76,259,40,0,166,572,553,143,348,576,148,234,0,37,"Virginia",11488,7709,3146,4796,5090,2233,3908,4116,2876,3269,2908,2216,1944,1211,2101,2246,6723,2943,4906,4744,2115,3141,3143,2091,2829,2612,2411,1491,1028,3225,3207,9897,6267,2851,3510,3378,1573,2121,3174,2252,2384,3497,3082,1745,1667,1441,810,7003,2859,3265,3070,1657,2264,2726,2512,3117,2476,2553,2045,1561,1833,1468,6079,3898,1037,1380,1737,1062,789,1607,1404,1343,1552,1692,1406,958,637,443,3605,1133,1729,1509,1038,1208,1462,1515,1510,1544,1021,1237,887,951,535,1398,782,45,71,258,119,57,199,374,257,186,291,196,126,215,198,933,72,160,70,198,159,581,515,135,232,478,171,202,198,62
"G530","2013",,,"Washington","53",,,,,,,,,,,,,,,,,,"Washington",5439705,2717074,158686,162727,159046,99217,63029,189618,190146,192098,353275,387211,375717,237976,110251,38077,2722631,152722,147425,157981,93930,63886,169958,178664,180793,340006,384862,391204,254806,131759,74635,259337,140364,9996,9029,10709,5127,4131,12216,12595,11676,22297,19348,14872,5390,2684,294,118973,8411,9564,9956,4862,3422,10192,10267,9670,17140,14702,11508,5580,2522,1177,536093,246245,14413,16535,15091,9750,6258,21250,19417,21856,41849,32295,25004,14140,6174,2213,289848,14039,15289,17311,10225,6132,19246,22963,25449,50139,40204,34652,19657,9048,5494,42335,20814,1817,1945,1491,1018,689,1476,1791,1700,4496,1975,1505,797,114,0,21521,1808,2588,941,1098,223,2022,2832,1857,2722,2802,1722,709,124,73,"Washington",17362,9882,2590,5228,5080,1901,1575,2654,2391,1969,2719,2186,1508,969,2661,2501,8897,2537,4572,4325,1632,2199,2634,2020,2046,2590,1877,1635,1048,3455,3298,8144,4161,1395,1452,1633,1007,717,1312,1264,1125,1561,1442,991,376,659,266,5489,1368,1787,1944,1226,596,1192,1251,954,1691,909,966,730,697,620,8185,4805,1320,2044,2004,807,817,1593,1189,1228,1412,1691,830,773,793,710,5023,1361,1749,1644,1092,660,1649,1147,1063,1609,1376,978,854,989,998,2971,2107,638,656,623,455,451,410,672,823,1217,728,532,453,160,198,2000,603,467,432,537,209,602,443,550,739,1007,611,485,201,135
"G540","2013",,,"West Virginia","54",,,,,,,,,,,,,,,,,,"West Virginia",1737683,855504,47729,47666,51687,32367,24301,56954,47396,53372,109619,120055,126341,86074,40288,11655,882179,45056,46328,50312,28277,21713,58179,45323,52285,108525,123047,132460,91693,53059,25922,62788,34350,1605,1729,2103,1518,2142,2837,3501,1643,6557,4030,3892,1488,1063,242,28438,1816,1481,2011,877,997,3402,1831,1072,2756,2933,5011,1550,2023,678,10455,4404,399,290,301,96,61,449,764,190,779,327,257,270,221,0,6051,261,27,544,59,211,1354,308,390,692,995,689,324,118,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Virginia",2487,2313,1256,2776,2787,984,1333,1545,918,1151,951,893,321,550,1337,1284,1949,1203,2427,2509,1031,1574,1853,1008,894,1126,794,468,497,1894,1872,2989,2021,666,573,655,666,718,809,949,431,1249,1078,688,499,413,169,1940,542,591,625,408,650,769,612,382,646,812,959,592,873,358,1525,976,292,277,284,127,85,244,389,205,491,197,178,197,235,190,1054,163,46,355,98,188,621,251,271,328,423,354,220,151,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
